Domaine;Domein;Année;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
PE délivrés;MV afgeleverd;2017;18;Bois (travail);Hout (bewerking);16;3;13
PE délivrés;MV afgeleverd;2017;19;Bois (dépôts);Hout (opslagplaat-sen);9;3;6
PE délivrés;MV afgeleverd;2017;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);2;0;2
PE délivrés;MV afgeleverd;2017;19;Bois;Hout;0;0;0
PE délivrés;MV afgeleverd;2017;27;Amiante;Asbest;0;0;0
PE délivrés;MV afgeleverd;2017;29;Chantiers;Werven;0;0;0
PE délivrés;MV afgeleverd;2017;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;0;0;0
PE délivrés;MV afgeleverd;2017;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;0;0;0
PE délivrés;MV afgeleverd;2017;224;Garages, parkings;Garages, parkings;0;0;0
PE délivrés;MV afgeleverd;2016;55;Electricité;Elektriciteit;53;1;52
PE délivrés;MV afgeleverd;2016;135;Spectacles;Schouwspelen;26;11;15
PE délivrés;MV afgeleverd;2016;12;Automobiles (lavage);Auto's (wassen);12;4;8
PE délivrés;MV afgeleverd;2016;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;8;4;4
PE délivrés;MV afgeleverd;2016;154;Vernis (dépôts);Vernis (opslagplaat-sen);4;0;4
PE délivrés;MV afgeleverd;2016;129;Produits pharmaceutiques (dépôts);Farmaceutische producten (opslagplaatsen);3;0;3
PE délivrés;MV afgeleverd;2016;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);2;0;2
PE délivrés;MV afgeleverd;2016;144;Textile (traitement mécanique);Textiel (mechanische bewerking);1;0;1
PE délivrés;MV afgeleverd;2016;48;Compacteur, broyeur;Pers, breker, vermaler;0;0;0
PE délivrés;MV afgeleverd;2016;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
PE délivrés;MV afgeleverd;2016;131;Puits perdus;Zinkputten;0;0;0
PE délivrés;MV afgeleverd;2016;179;Bassins d’orage d’eaux pluviales;Stormbekkens;0;0;0
PE délivrés;MV afgeleverd;2015;12;Automobiles (lavage);Auto's (wassen);17;2;15
PE délivrés;MV afgeleverd;2015;90;Magasins;Winkels;11;3;8
PE délivrés;MV afgeleverd;2015;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;4;0;4
PE délivrés;MV afgeleverd;2015;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;2;2;0
PE délivrés;MV afgeleverd;2015;141;Tabac (dépôts);Tabak (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2015;36;Colles (dépôts);Lijm (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2015;51;Déchetteries;Stortplaatsen;0;0;0
PE délivrés;MV afgeleverd;2015;98;Soudage, chalumeaux;Lassen, toortsen;0;0;0
PE délivrés;MV afgeleverd;2015;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;0;0;0
PE délivrés;MV afgeleverd;2014;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);35;7;28
PE délivrés;MV afgeleverd;2014;84;Laboratoires de recherche, institutions d'enseigne;Onderzoekslabo-ratoria onder-wijsinstellin-gen;4;1;3
PE délivrés;MV afgeleverd;2014;119;Traiteurs;Traiteurs;2;1;1
PE délivrés;MV afgeleverd;2014;219;Déchets non dangereux (Incinérateurs);Ongevaarlijke afvalstoffen (Afvalverbrandings-oven );2;1;1
PE délivrés;MV afgeleverd;2014;19;Bois;Hout;0;0;0
PE délivrés;MV afgeleverd;2014;44;Déchetteries, parc, container, centre de tri;Afvalpark, containerpark, sorteercentrum;0;0;0
PE délivrés;MV afgeleverd;2014;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;0;0;0
PE délivrés;MV afgeleverd;2014;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2014;75;Gélatine (dépôts);Gelatine (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2014;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
PE délivrés;MV afgeleverd;2014;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
PE délivrés;MV afgeleverd;2015;111;Peaux ( dépots de);Huiden (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2015;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2015;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
PE délivrés;MV afgeleverd;2015;100;Métaux;Metaal;0;0;0
PE délivrés;MV afgeleverd;2024;71;Gaz;Gas;27;4;23
PE délivrés;MV afgeleverd;2024;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;25;0;25
PE délivrés;MV afgeleverd;2024;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;11;0;11
PE délivrés;MV afgeleverd;2024;55;Electricité;Elektriciteit;6;0;6
PE délivrés;MV afgeleverd;2024;90;Magasins, supermarchés;Winkels, supermarkten;4;0;4
PE délivrés;MV afgeleverd;2024;224;Garages, parkings;Garages, parkings;3;0;3
PE délivrés;MV afgeleverd;2024;108;Papier (dépôts);Papier (opslagplaat-sen);2;0;2
PE délivrés;MV afgeleverd;2024;79;Dépôt déchets de soins à risque, soins de santé;Opslag risicohoudende afvalstof, gezondheidszorg;1;0;1
PE délivrés;MV afgeleverd;2024;98;Soudage, chalumeaux;Lassen, toortsen;1;0;1
PE délivrés;MV afgeleverd;2024;150;Showroom, garage;Showroom,  garage;1;1;0
PE délivrés;MV afgeleverd;2023;224;Garages, parkings;Garages, parkings;4;0;4
PE délivrés;MV afgeleverd;2023;83;Imprimerie;Drukkerijen;2;0;2
PE délivrés;MV afgeleverd;2023;67;Morgues;Funeraria;1;0;1
PE délivrés;MV afgeleverd;2023;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;1;0;1
PE délivrés;MV afgeleverd;2023;138;Surface (application);Oppervlakte (aanbrenging);1;0;1
PE délivrés;MV afgeleverd;2023;151;Stationnement (véhicules);Parkeren (voertuigen);1;0;1
PE délivrés;MV afgeleverd;2023;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;1;0;1
PE délivrés;MV afgeleverd;2022;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;58;6;52
PE délivrés;MV afgeleverd;2022;72;Gaz;Gas;14;0;14
PE délivrés;MV afgeleverd;2022;135;Musique;Muziek;14;10;4
PE délivrés;MV afgeleverd;2022;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;8;5;3
PE délivrés;MV afgeleverd;2022;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;4;0;4
PE délivrés;MV afgeleverd;2022;132;Refroidissement (installations de);Koeling (inrichtingen);2;0;2
PE délivrés;MV afgeleverd;2022;122;Fruits, légumes, grossistes;Groenten, fruit, groothandels;1;0;1
PE délivrés;MV afgeleverd;2022;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);1;1;0
PE délivrés;MV afgeleverd;2022;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;1;1;0
PE délivrés;MV afgeleverd;2022;170;Moteurs;Motoren;1;0;1
PE délivrés;MV afgeleverd;2022;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2021;148;Cabine haute tension, cabine électrique;Hoogspanningscabines;117;25;92
PE délivrés;MV afgeleverd;2021;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);22;3;19
PE délivrés;MV afgeleverd;2021;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;5;0;5
PE délivrés;MV afgeleverd;2021;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;4;1;3
PE délivrés;MV afgeleverd;2021;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;4;0;4
PE délivrés;MV afgeleverd;2021;123;Marbre, pierre bleue;Marmer, blauwe steen;3;0;3
PE délivrés;MV afgeleverd;2024;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;11;1;10
PE délivrés;MV afgeleverd;2024;68;Garages (couverts);Garages (overdekte);10;0;10
PE délivrés;MV afgeleverd;2021;51;Déchets;Afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2020;162;GSM;GSM;66;0;66
PE délivrés;MV afgeleverd;2024;62;Permanent, puits;Permanente, waterput;1;0;1
PE délivrés;MV afgeleverd;2020;55;Electricité;Elektriciteit;8;0;8
PE délivrés;MV afgeleverd;2023;28;Chantiers;Werven;36;36;0
PE délivrés;MV afgeleverd;2020;45;DEEE;AEEA;4;1;3
PE délivrés;MV afgeleverd;2023;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;19;7;12
PE délivrés;MV afgeleverd;2020;74;Gaz, bonbonnes;Gaz, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2019;82;Imprimerie;Drukkerijen;2;0;2
PE délivrés;MV afgeleverd;2019;131;Puits perdus;Zinkputten;1;0;1
PE délivrés;MV afgeleverd;2018;154;Vernis (dépôts);Vernis (opslagplaat-sen);2;0;2
PE délivrés;MV afgeleverd;2018;84;Laboratoires de recherche, institutions d'enseigne;Onderzoekslabo-ratoria onder-wijsinstellin-gen;1;0;1
PE délivrés;MV afgeleverd;2018;132;Tours de refroidissement;Koeltorens;0;0;0
PE délivrés;MV afgeleverd;2017;108;Papier (dépôts);Papier (opslagplaat-sen);11;1;10
PE délivrés;MV afgeleverd;2016;3;Accumulateurs électriques;Elektrische accumulatoren;43;4;39
PE délivrés;MV afgeleverd;2016;28;Chantiers;Werven;0;0;0
PE délivrés;MV afgeleverd;2016;123;Produits minéraux;Minerale producten;0;0;0
PE délivrés;MV afgeleverd;2015;148;Transformateurs statiques;Statische transformatoren;113;17;96
PE délivrés;MV afgeleverd;2015;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);35;6;29
PE délivrés;MV afgeleverd;2015;29;Chantiers;Werven;4;0;4
PE délivrés;MV afgeleverd;2015;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;1;1;0
PE délivrés;MV afgeleverd;2015;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
PE délivrés;MV afgeleverd;2015;76;Gélatine;Gelatine;0;0;0
PE délivrés;MV afgeleverd;2015;89;Luna-parks;Lunaparken;0;0;0
PE délivrés;MV afgeleverd;2015;123;Produits minéraux;Minerale producten;0;0;0
PE délivrés;MV afgeleverd;2014;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);28;5;23
PE délivrés;MV afgeleverd;2014;17;Bitume (dépôts);Bitumen (opslagplaat-sen);6;0;6
PE délivrés;MV afgeleverd;2014;68;Garages, parkings;Garages, parkings;1;1;0
PE délivrés;MV afgeleverd;2014;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);1;0;1
PE délivrés;MV afgeleverd;2016;119;Traiteurs;Traiteurs;3;1;2
PE délivrés;MV afgeleverd;2016;130;Produits chimiques (préparation);Scheikundige producten (productie);2;0;2
PE délivrés;MV afgeleverd;2016;120;Produits minéraux;Minerale producten;1;0;1
PE délivrés;MV afgeleverd;2016;160;Aérodrome;Luchtvaartterrein;1;0;1
PE délivrés;MV afgeleverd;2016;62;Permanent, puits;Permanente, waterput;0;0;0
PE délivrés;MV afgeleverd;2016;97;Métaux (traitement chimique);Metalen (chemische bewerking);0;0;0
PE délivrés;MV afgeleverd;2016;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
PE délivrés;MV afgeleverd;2017;45;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2016;74;Gaz, bonbonnes;Gaz, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2016;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
PE délivrés;MV afgeleverd;2015;154;Vernis (dépôts);Vernis (opslagplaat-sen);6;0;6
PE délivrés;MV afgeleverd;2015;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);5;1;4
PE délivrés;MV afgeleverd;2015;93;Matières synthétiques (traitement);Kunststof (verwerking);2;0;2
PE délivrés;MV afgeleverd;2014;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;2;1;1
PE délivrés;MV afgeleverd;2014;62;Forage, géothermie;Boring, geothermie;0;0;0
PE délivrés;MV afgeleverd;2014;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
PE délivrés;MV afgeleverd;2014;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;0;0;0
PE délivrés;MV afgeleverd;2014;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
PE délivrés;MV afgeleverd;2020;149;Chaudière à vapeur industrielle;Industriële stoomketel;1;0;1
PE délivrés;MV afgeleverd;2020;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);0;0;0
PE délivrés;MV afgeleverd;2020;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
PE délivrés;MV afgeleverd;2020;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;0;0;0
PE délivrés;MV afgeleverd;2019;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);67;19;48
PE délivrés;MV afgeleverd;2019;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);3;0;3
PE délivrés;MV afgeleverd;2019;138;Surface (application);Oppervlakte (aanbrenging);2;0;2
PE délivrés;MV afgeleverd;2019;154;Vernis (dépôts);Vernis (opslagplaat-sen);2;1;1
PE délivrés;MV afgeleverd;2019;28;Chantiers (construction);Werven (bouw);0;0;0
PE délivrés;MV afgeleverd;2019;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;0;0;0
PE délivrés;MV afgeleverd;2019;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;0;0;0
PE délivrés;MV afgeleverd;2019;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;0;0;0
PE délivrés;MV afgeleverd;2018;47;Déchets non dangereux (dépôt);Niet gevaarlijke afvalstoffen (opslagplaats);11;1;10
PE délivrés;MV afgeleverd;2018;45;DEEE (dépôt);AEEA (opslag);7;0;7
PE délivrés;MV afgeleverd;2018;47;Déchets inertes (dépôts);Inerte afvalstoffen (opslagplaat-sen);4;0;4
PE délivrés;MV afgeleverd;2018;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);4;0;4
PE délivrés;MV afgeleverd;2018;72;Gaz;Gas;1;0;1
PE délivrés;MV afgeleverd;2018;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;0;0;0
PE délivrés;MV afgeleverd;2018;44;Déchetteries, parc, container, centre de tri;Afvalpark, containerpark, sorteercentrum;0;0;0
PE délivrés;MV afgeleverd;2018;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;0;0;0
PE délivrés;MV afgeleverd;2018;88;Liquides inflammables;Ontvlambare vloeistoffen;0;0;0
PE délivrés;MV afgeleverd;2018;148;Cabine haute tension, cabine électrique;Hoogspanningscabines;0;0;0
PE délivrés;MV afgeleverd;2018;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
PE délivrés;MV afgeleverd;2017;144;Textile (traitement mécanique);Textiel (mechanische bewerking);2;0;2
PE délivrés;MV afgeleverd;2017;51;Déchetteries;Stortplaatsen;1;0;1
PE délivrés;MV afgeleverd;2017;161;Véhicules hors d'usage, VHU;Afgedankte voertuigen;0;0;0
PE délivrés;MV afgeleverd;2016;221;STEP;Waterzuivering;0;0;0
PE délivrés;MV afgeleverd;2015;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;10;3;7
PE délivrés;MV afgeleverd;2015;99;Dégraissage, fontaine;Ontvettingsfontein;3;1;2
PE délivrés;MV afgeleverd;2015;95;Matières synthétiques (production);Kunststof (productie);1;0;1
PE délivrés;MV afgeleverd;2015;45;DEEE;AEEA;0;0;0
PE délivrés;MV afgeleverd;2015;71;Gaz;Gas;0;0;0
PE délivrés;MV afgeleverd;2015;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2015;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;0;0;0
PE délivrés;MV afgeleverd;2015;135;Musique;Muziek;0;0;0
PE délivrés;MV afgeleverd;2015;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
PE délivrés;MV afgeleverd;2015;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;0;0;0
PE délivrés;MV afgeleverd;2015;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
PE délivrés;MV afgeleverd;2014;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);120;0;120
PE délivrés;MV afgeleverd;2014;135;Spectacles;Schouwspelen;24;17;7
PE délivrés;MV afgeleverd;2014;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;1;1;0
PE délivrés;MV afgeleverd;2014;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
PE délivrés;MV afgeleverd;2014;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2014;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);0;0;0
PE délivrés;MV afgeleverd;2014;89;Luna-parks;Lunaparken;0;0;0
PE délivrés;MV afgeleverd;2014;112;Produits phytopharmaceutiques;Gewasbeschermingsmiddelen;0;0;0
PE délivrés;MV afgeleverd;2024;135;Musique;Muziek;20;17;3
PE délivrés;MV afgeleverd;2024;125;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;2;0;2
PE délivrés;MV afgeleverd;2023;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;42;6;36
PE délivrés;MV afgeleverd;2023;45;Déchets dangereux;Gevaarlijke afvalstoffen;2;0;2
PE délivrés;MV afgeleverd;2023;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);1;0;1
PE délivrés;MV afgeleverd;2023;91;Marbre;Marmer;1;0;1
PE délivrés;MV afgeleverd;2023;110;Peaux;Huiden;1;0;1
PE délivrés;MV afgeleverd;2023;119;Traiteurs;Traiteurs;1;1;0
PE délivrés;MV afgeleverd;2023;173;Produits dangereux;Gevaarlijke producten;1;0;1
PE délivrés;MV afgeleverd;2022;162;GSM;GSM;182;0;182
PE délivrés;MV afgeleverd;2022;62;Pompage d’essai, puits;Pompproef, proefpomping, put;7;0;7
PE délivrés;MV afgeleverd;2022;19;Bois;Hout;6;0;6
PE délivrés;MV afgeleverd;2022;62;Permanent, puits;Permanente, waterput;4;1;3
PE délivrés;MV afgeleverd;2022;53;Dépôts (général);Opslagplaatsen (algemeen);2;2;0
PE délivrés;MV afgeleverd;2022;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;2;0;2
PE délivrés;MV afgeleverd;2022;135;Spectacles;Schouwspelen;2;0;2
PE délivrés;MV afgeleverd;2022;25;Buanderies;Wasserijen;1;1;0
PE délivrés;MV afgeleverd;2022;51;Déchetteries;Stortplaatsen;1;0;1
PE délivrés;MV afgeleverd;2022;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2022;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;0;0;0
PE délivrés;MV afgeleverd;2022;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
PE délivrés;MV afgeleverd;2021;120;Produits minéraux;Traiteurs;1;0;1
PE délivrés;MV afgeleverd;2021;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2021;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;0;0;0
PE délivrés;MV afgeleverd;2021;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
